,mobile-lipid_1,2-hydroxybutyrate_2,isoleucine_3,isoleucine/leucine_4,leucine_5,2-aminobutyrate/valine_6,isoleucine_7,valine_8,3-hydroxybutyrate_9,unknown_10,isopropanonol_11,ethanol/3-hydroxybutyrate_12,ethanol_13,ethanol/unknown_14,3-hydroxyisovalerate_15,lactate_16,unknown_17,alanine_18,2-hydroxybutyrate_19,leucine_20,leucine/lysine/2-hydroxybutyrate_21,lysine_22,lysine_23,acetate_24,ornithine_25,mobile-lipid/isoleucine_26,proline_27,unknown_28,n-acetylaminoacid_29,glycoprotein_30,unknown_31,glutamine_32,unknown_33,unknown_34,acetoacetate_35,valine_36,unknown_37,pro/gln_38,pyruvate_39,3-hydroxybutyrate_40,unknown_41,glutamine_42,citrate _43,unknown_44,methionine_45,citrate _46,5-aminolevulinate_47,DMA_48,sarcosine_49,asparagine_50,unknown_51,unknown_52,unknown_53,asparagine_54,lysine _55,creatine _56,lysine/creatinine _57,ornithine_58,tyrosine_59,ornithine_60,tyrosine_61,ornithine_62,histidine/phenylalanine_63,malonate_64,histidine/phenylalanine_65,choline _66,o-phosphocholine_67,carnitine/acetylcholine_68,sn-glycero-3-phosphocholine _69,glucose_70,glucose/taurine_71,taurine_72,glucose_73,taurine_74,myoinositol_75,proline _76,glucose _77,taurine _78,glucose _79,taurine _80,glucose _81,glucose _82,glucose _83,glucose _84,unknown _85,unknown-sugar _86,glucose _87,unknown-sugar _88,glucose _89,unknown-sugar _90,glucose _91,unknown-sugar _92,glucose _93,glycerol _94,glycine/glycerol _95,glycerol _96,glycerol _97,unknown _98,unknown _99,unknown _100,valine_101,valine_102,unknown_103,unknown_104,ethanol_105,glycerol_106,ethanol_107,ethanol_108,glycerol_109,ethanol_110,unknown_111,glucose _112,glucose _113,glucose _114,glucose _115,glucose _116,glucose _117,glucose/glycerol _118,glucose/glutamine/glycerol _119,glucose/glycerol/alanine _120,glucose/glutamine/glycerol/alanine _121,glucose/alanine _122,unknown_123,unknown_124,guanidoacetate_125,unknown_126,unknown_127,unknown_128,unknown_129,unknown_130,glucose _131,glucose/unknown _132,glucose _133,unknown _134,glucose _135,glucose _136,unknown _137,unknown _138,unknown _139,creatine _140,unknown/glucarate_141,2-hydroxybutyrate/pjenylalanine/asparagine_142,isopropanol_143,creatinine_144,unknown/glucarate_145,lactate_146,unknown_147,unknown_148,threonine_149,msnnose_150,glucose_151,mobile-lipid_152,unknown_153,unknown_154,unknown_155,tyrosine_156,histidine_157,unknown_158,tyrosine_159,unknown_160,phenylalanine_161,unknown_162,phenylalanine/unknown_163,phenylalanine_164,histidine _165,xanthine_166,oxypurinol_167,adenosine_168,unknown_169,adenosine_170,formate_171
1,3.686034888,1.267496796,1.197878223,1.781403914,1.83551176,1.794456393,0.728429725,1.447399056,0.243056683,0.198162774,0.541219023,0.608396326,0.851471253,1.98743007,6.166290444,11.45782442,0.264347286,1.96803172,0.328502361,0.47543164,0.82228535,0.3513824,0.386323844,1.015600535,0.465509429,0.647979485,1.394937654,1.639302629,1.790431844,3.225834732,0.997599768,1.110061276,0.244629702,0.396939148,1.050530399,0.538651927,0.34262894,0.409849273,1.244890025,0.273247999,0.29677941,0.753189846,0.377072457,0.032566956,0.110363019,0.666007942,0.370736206,0.368191193,0.457370759,0.143935586,0.110847471,0.319406492,0.383597024,0.42328809,1.370618315,1.169526235,2.471628017,0.709639205,0.499384874,0.588867709,0.33837001,0.335585633,0.278552805,0.591316193,0.184146919,1.152213647,1.797022452,2.829910648,4.258473643,3.605052,5.109755226,2.773878293,6.335958489,0.687091451,0.409974468,0.320887247,1.925521353,5.483342445,8.886870859,1.705098882,3.189785014,3.021266841,3.215188187,3.614719857,0.343836594,0.980524133,5.624901657,1.466635325,4.5730042,1.305754751,6.378251228,1.890753665,5.644391461,1.284536287,0.865275877,4.734278023,1.285159608,1.243846105,1.473771206,0.941408243,1.096722917,2.151898953,1,0.90184158,0.900364703,1.677417242,1.658528152,1.633472878,2.361172788,1.462775644,1.099081371,4.662691348,9.020201277,5.468338371,4.386407775,7.561715681,4.36583138,2.198401822,3.028855115,4.672119228,2.988620363,4.385501415,2.39979287,5.032164911,1.447812571,1.035512132,0.901536746,1.046186912,0.803568831,1.185775535,3.383950212,8.238333922,6.269219115,1.431248336,4.287664173,4.07041577,0.999420025,0.870769786,5.540857978,0.652401464,0.718889436,0.966083919,0.371545429,1.25377344,0.536058134,2.281917878,0.181659825,0.191595056,0.39747965,0.316544131,4.077075305,0.627924463,0.01124327,0.021702309,0.04087549,0.28854142,0.188465348,0.325621579,0.230861688,0.092944059,0.187464609,0.105340632,0.281266421,0.13099446,0.063946883,0.021971487,0.009783332,0.015751192,0.002688821,0.000587168,0.112367035
2,2.345786339,0.784585573,1.016317717,1.82987378,2.03112213,1.909154781,0.748904972,1.581725118,0.216357206,0.169523157,0.278613207,0.489393642,0.704869432,1.184333178,4.709565652,8.381011036,0.162239332,2.93982301,0.284490642,0.510069717,1.052038654,0.424864489,0.515038413,1.242745823,0.521838838,0.57147125,1.047662079,1.206853987,1.913784711,2.873351803,0.965256232,1.351658487,0.200916235,0.162542016,0.348527494,0.43713878,0.28154253,0.498320047,1.680556472,0.209445927,0.217669717,1.092642231,0.462455254,0.025473067,0.121354197,0.707317777,0.223539938,0.226197264,0.31201286,0.161236744,0.117810793,0.334988367,0.393123604,0.471719499,1.751242718,1.525418237,2.717367126,0.731098866,0.558806936,0.628189362,0.406295531,0.349240375,0.307021214,0.673757374,0.18198914,1,1.557206733,2.384360022,4.750029505,4.148642099,6.412574461,3.403721021,7.845927465,0.669981182,0.488975893,0.464023225,2.548389231,7.079654147,11.71144463,2.249503627,4.16335798,3.842320893,4.220094855,4.703481782,0.396811025,1.276796234,7.139691105,1.852066681,5.663631211,1.427868938,8.391763628,2.140507452,7.281260809,1.056226459,0.98390268,6.221981875,1.051271613,0.548598649,1.495664413,1.197665935,1.101111665,2.002173908,0.895005604,0.626508478,0.816689105,1.209677012,1.367271902,1.432419126,1.897683925,1.718419498,1.015962072,5.707938182,11.30748312,6.839356073,5.683246048,9.431598398,5.489875667,2.886531075,3.737073506,6.635182641,3.496534972,5.815653662,2.750532351,6.026275183,1.57403307,0.868017107,0.764349434,1.115500954,0.792896279,1.460848366,4.201016831,10.93500193,7.673925623,1.685588268,5.46007538,4.901978016,0.999891005,0.857898215,6.882701524,0.729058755,0.732250472,1.124981792,0.313840468,1.111978632,0.432562555,1.749670329,0.132759318,0.138892526,0.412074821,0.369580795,5.296950782,0.368436921,0.042103926,0.023640602,0.044969616,0.415816975,0.249741369,0.165272826,0.273796608,0.103419471,0.233207238,0.083104353,0.171235418,0.172517907,0.061042156,0.026547723,0.013775445,0.019944156,0.010187198,0.020968637,0.1220577
3,1.898382718,0.828163748,1.063687016,1.834875571,1.946855729,1.905374477,0.775173724,1.650803535,0.361399764,0.180022673,0.238859412,0.401146845,0.597513183,1.194155508,3.594665487,13.51387884,0.288074531,3.082770845,0.270460722,0.510214371,0.965851427,0.459426283,0.466863161,1.084359446,0.689783747,0.601125204,1.060260823,1.281636163,1.765632613,2.963535806,1.06199287,1.426733434,0.176655558,0.14382952,0.476671851,0.479486051,0.307955786,0.570313746,1.932543083,0.248370399,0.253976555,0.980569858,0.450108964,0.039826286,0.083344869,0.70919682,0.279638413,0.203603563,0.296102277,0.160542158,0.434848507,0.351565782,0.400548412,0.40239379,1.527667438,1.445139792,3.269945766,0.817160558,0.537803065,0.619846144,0.346272502,0.340336788,0.27513796,0.675719814,0.184363048,1.053393775,1.387992576,1.657877627,3.611821434,4.138537266,6.679870758,3.026575611,8.249525813,0.655417169,0.34751344,0.416045049,2.673269382,7.577707412,12.63512834,2.203003497,4.341104318,3.981796961,4.494929856,5.036937986,0.395985408,1.350175706,7.729083443,1.782464343,6.200757591,1.505358505,9.00314373,2.231110947,7.806572407,1,0.850910321,5.536630701,1.006283307,0.539746909,1.269288907,0.946256888,1.198139175,2.450581749,1.113267337,1.176379316,0.964696967,1.238526089,1.435767934,1.419819034,1.929104763,1.454341955,1.044659472,5.892973913,12.08247702,7.264334215,6.026803449,10.02129725,5.756000726,2.660252908,3.95843647,6.327049061,3.572027987,5.95154048,2.7766707,6.528053842,1.606359902,0.857822062,0.762587978,1.235100746,0.79871195,1.548262119,4.422744339,11.41143871,8.189954096,1.653810661,5.777405368,5.238448575,1.208058853,0.979459717,7.372817428,0.709054149,0.69657611,0.938222428,0.317105557,1.594830709,0.548599105,2.899459971,0.175856897,0.1744163,0.372344211,0.384249823,5.585212125,0.305454037,0.013335484,0.030791626,0.045653972,0.305981428,0.202383817,0.449141429,0.203110884,0.090269643,0.205408422,0.113702369,0.375416786,0.144252738,0.056589718,0.015776941,0.008024376,0.003032933,0.003826892,0.004212519,0.100680841
4,2.299691287,0.907424514,0.974545814,1.6469039,1.864427657,1.785929388,0.722419311,1.638784978,0.475544345,0.179819547,0.213074649,0.376719479,0.576598836,1.006878527,4.298545745,15.34066303,0.520972229,3.192234304,0.324462715,0.518396736,1,0.437707581,0.502660982,1.343744861,0.932216927,0.685916936,1.131198987,1.326418891,1.871486566,2.820488512,1.058791857,1.370317044,0.209467226,0.160751248,0.316024262,0.430371298,0.280706271,0.557121546,2.026106609,0.230219344,0.248231449,1.015626734,0.401977398,0.047106309,0.107047529,0.600568083,0.274732953,0.285255756,0.361930033,0.161219543,0.734767202,0.28388069,0.372108077,0.369180741,1.566095098,1.612353048,2.644270236,0.696476223,0.532215286,0.554103114,0.389981688,0.334811964,0.244898818,0.597826796,0.172469183,0.936040844,1.538736965,2.222720992,4.027469242,3.850213247,6.236572119,3.343009291,8.605151365,0.880660146,0.369933926,0.395017758,2.336247043,7.082183029,11.38330532,2.23171529,4.118316059,3.553699339,4.062285133,4.614798139,0.435184398,1.185547618,7.022236887,1.69220024,5.537123459,1.5852416,7.6817362,2.258442842,7.062226893,1.070736927,0.879516329,5.675335694,1.084744117,1.137698272,1.395991291,1.023316501,0.992228204,1.914376573,0.903523229,0.722176916,0.846904614,1.222101125,1.321022549,1.348725835,1.784114966,1.278766386,0.806544433,5.408879799,10.91727857,6.629437832,5.173236725,9.679759794,5.409987238,2.711036242,3.67108407,6.192793548,3.546897272,5.628499467,2.568122119,6.064392911,1.76077557,0.922089549,0.824990581,1.218603036,0.786039344,1.305523173,4.030229772,10.29298543,8.05560479,1.644535135,5.263790247,5.160391691,1.262720013,0.996379097,6.837067241,1.009933351,0.858159071,1.049702191,0.462510473,1.223509286,0.622262501,3.363514767,0.350269335,0.346279795,0.582975632,0.188323512,4.97080437,0.357186805,-0.026450992,0.005052261,0.018235148,0.366684967,0.217405922,0.169975856,0.277078612,0.067787447,0.174966923,0.061098033,0.175374417,0.123762127,0.038792174,0.003876137,0.005040094,0.005006083,0.002679232,-0.008604754,0.127657908
5,2.332321735,0.870413117,0.960755101,1.432963536,1.455858926,1.660181142,0.578605537,1.349348298,0.217103286,0.159042977,0.288998486,0.484142769,0.751092082,1.903777567,4.426170505,11.64681522,0.163482281,2.082913076,0.269233597,0.441511445,0.864462178,0.372571677,0.441557398,1,0.487653095,0.578034022,1.063361941,1.237251538,1.559003805,3.026026643,0.952367601,1.214158065,0.213169558,0.250879875,0.862937573,0.522183831,0.344481299,0.410831651,1.487750457,0.285091963,0.274930847,0.921983487,0.51194064,0.040645656,0.114866191,0.821023088,0.287425123,0.251232365,0.312268032,0.138695011,0.110770781,0.27274656,0.508129122,0.39425218,1.478286716,2.611550734,2.598400105,0.752409742,0.524609209,0.668457556,0.361803108,0.370617132,0.273873016,0.559995452,0.179982657,1.071247043,1.500268937,1.874113542,3.420639576,3.364625771,5.51449785,3.41111624,6.872085285,0.608422688,0.438578645,0.425661313,2.230765871,6.303242129,10.03084026,1.967597196,3.648962693,3.447832493,3.62437403,4.104068267,0.325678464,1.002222994,6.439392357,1.623047827,5.043522921,1.161203805,7.64867936,1.863863153,6.548791519,1.124675674,1.011237733,7.477701903,1.187866989,0.595316309,1.518908233,1.171888638,1.133322446,2.054465837,1.008095513,0.853739246,0.945852533,1.375810816,1.471059066,1.458026065,1.988635797,1.318493364,1.146156967,5.095335256,9.903212511,5.948593625,5.291360946,7.500331797,4.714398427,2.45855305,3.114960613,5.339711437,3.340087253,5.030491489,2.620956268,5.740150088,1.423168705,0.936548971,0.859766827,1.077429205,0.815660152,1.482868785,3.758016633,9.606034861,6.549459385,1.614519723,4.904582322,4.324603661,0.953074403,0.900944572,6.104249759,1.218256323,0.786441585,1.172953986,0.308031234,1.232177685,0.46563063,2.431157915,0.198061167,0.228794043,0.432363243,0.29588146,4.580150762,0.359602049,0.017743826,0.021631252,0.03267188,0.359365325,0.194899572,0.252918594,0.23324838,0.099003627,0.197407956,0.08649372,0.232788483,0.134632784,0.057640309,0.013981987,0.007332743,0.019259258,0.008866859,0.004074586,0.081976192
6,3.293267093,1.064063263,1.129816389,1.616184168,1.596997152,1.646831094,0.674751612,1.615052277,0.626370519,0.243379414,0.322469751,0.509503912,0.680989729,1.200359578,5.334100059,10.70605009,0.688158593,2.499687501,0.341255096,0.49695725,0.838080799,0.352781394,0.396797316,1.296455665,1.089906853,0.837204448,1.164145088,1.34569227,1.878289616,3.403884249,1.080428904,1.172478103,0.192203136,0.217003428,0.327114292,0.415428689,0.276522193,0.439537617,1.735806249,0.205505432,0.208707181,0.733176396,0.382585352,0.026117106,0.086746247,0.682003073,0.346818163,0.340854749,0.451324454,0.216807318,0.997424498,0.339272551,0.368838523,0.428010836,1.514478338,1.565753594,2.228190342,0.68437289,0.536155134,0.547515744,0.369924176,0.301015022,0.275038779,0.669940933,0.150006566,0.990876583,1.438067402,2.549235304,4.048038038,4.066732846,6.085051345,2.773486477,7.449030868,0.661383253,0.37480291,0.295275587,2.320571444,6.538861394,11.04736842,1.869872733,3.772250309,3.535075896,3.94692666,4.497952504,0.393936148,1.188110843,6.932920825,1.784000608,5.449771685,1.33813257,8.167757838,2.068176532,7.074013337,1.21568849,0.928907803,4.428033084,1.290462735,0.670441582,1.447539227,0.910626909,1,1.815644569,0.925935038,0.736668334,0.972033784,1.573615428,1.642044684,1.653820379,2.173222317,1.649234767,1.01066368,5.751577976,10.98360638,6.649226851,5.502479933,8.910087524,5.217181868,2.514006727,3.307565639,5.663765505,2.801271746,5.241378382,2.51549774,5.946941306,1.595738879,1.014320248,0.939107343,1.186391455,0.849677483,1.533142126,4.052805323,10.40635031,6.940241464,1.553919355,5.303926626,4.704776957,1.041392959,0.935692127,6.69673988,0.81246126,0.744665599,1.007735962,0.37558925,0.997737485,0.488102048,2.19439821,0.206765805,0.211325467,0.383409297,0.285897519,5.032092699,0.547423755,0.017307331,0.026886779,0.042824419,0.370196416,0.218155082,0.212964985,0.255217778,0.105066591,0.19642588,0.107196099,0.200204217,0.154145367,0.054844963,0.019654657,0.010176828,0.009699584,-0.002623133,0.010942084,0.114199269
7,3.225130691,1.018440578,1.053756921,1.632909,1.752170137,1.789266098,0.605192905,1.42916302,0.236890283,0.175894492,0.303304512,0.531954502,0.768718536,2.634039213,4.990904313,10.31796486,0.247855267,2.097241751,0.293078119,0.494388779,0.949894615,0.381925903,0.467509658,1.309785957,0.506263297,0.584003442,1.147992936,1.404077267,1.978502107,3.25065324,1.028470016,1.117444061,0.173135327,0.167434295,0.921938772,0.581765066,0.430933384,0.461046273,1.30180731,0.383026759,0.312810076,0.860816922,0.397578108,0.02502495,0.098252608,0.677547795,0.341152669,0.285958553,0.40289169,0.145816934,0.130690735,0.329650899,0.395748375,0.460647948,1.676849658,2.189433243,2.215672557,0.723365981,0.556491689,0.623867899,0.378840037,0.370620612,0.240310317,0.497586132,0.145099631,1.02555356,1.540791358,2.834071363,5.638883394,4.279717064,5.778886077,2.601984616,6.602466036,0.623626159,0.346532872,0.359697029,2.14392503,6.118898799,9.934578871,1.86708193,3.514083422,3.339494769,3.583334643,4.03575524,0.340209029,1.10842328,6.267056518,1.446051126,5.049000567,1.234388609,7.241716125,1.910698371,6.428251872,1.306674494,1,6.153274861,1.371583563,0.633801506,1.675146391,1.027339292,1.040366248,1.91641987,0.853508996,0.702158018,0.96172863,1.785102965,1.818061775,1.77823151,2.40252103,2.067537062,0.945799534,5.008071546,9.940078822,5.950250703,5.204880196,7.823496549,4.858348898,2.509825281,3.264195906,5.717028095,2.917178303,5.022139851,2.275818182,5.675051035,1.493263433,1.027481662,0.955512063,1.080916946,0.786723565,1.424862168,3.702710631,9.640644717,6.528156745,1.557885849,4.743842423,4.371625965,0.98872503,0.874141414,6.047424456,0.990199212,0.717278335,1.028625408,0.334492857,0.8836225,0.435957559,2.116347051,0.18688521,0.197208895,0.427659699,0.291334083,4.567159559,0.474276653,0.020970783,0.025389123,0.040151729,0.341553169,0.22008789,0.211074657,0.239875124,0.09762613,0.17912983,0.081944298,0.19190337,0.116927349,0.056975725,0.028299839,0.006728626,0.016362637,0.009550145,0.007133503,0.105543807
8,1.40478794,0.701028936,0.797358634,1.403775655,1.592348405,1.636528818,0.677400243,1.445938835,0.342462403,0.151802508,0.168549017,0.295045942,0.470753656,1.219208588,3.391723042,11.62128576,0.473527504,2.42935149,0.289146343,0.461278722,0.880319456,0.489710275,0.439301096,1.24729601,0.724772847,0.533264577,0.810003228,0.969735473,1.453017521,2.497640795,0.921164077,1.215728414,0.214989866,0.147394571,0.49885701,0.452664672,0.308968265,0.44568952,1.54919416,0.269535414,0.286704357,0.890071333,0.442702916,0.073976278,0.130730888,0.675392522,0.303383184,0.201435763,0.279950788,0.15291953,0.493969089,0.251333945,0.308845493,0.330271504,1.300280666,1.480873898,2.205556745,0.774962661,0.488503061,0.650239411,0.380547778,0.348030492,0.214976812,0.43252485,0.130427421,0.798304724,1.343337914,1.412779188,3.03795963,3.250056737,5.528337209,3.039415376,7.668588595,0.762958901,0.421917564,0.363717307,2.137702018,6.195205893,10.80219784,2.064533015,3.86148211,3.416469719,3.808399724,4.325449922,0.491644246,1.162606341,6.375916633,1.719579573,5.132796833,1.3410771,7.486066327,1.947413924,6.649818861,1.375935495,1,6.967659286,1.405628182,0.659566832,1.694145287,1.197926209,1.060546957,1.859260617,0.995024647,0.769149799,0.836363739,1.609976958,1.562614877,1.474222216,2.182666752,1.402587485,0.879489321,5.162369019,10.03689168,6.246638875,4.787720438,8.913638027,5.061221805,2.503078386,3.477328435,5.531549355,3.388195381,5.160264059,2.807557277,5.384484422,1.756347999,1.133091739,1.048463118,1.241009213,0.827968924,1.287151118,3.795137783,9.639452721,7.539816053,1.84544686,5.01406201,4.805860259,1.304744875,1.06823745,6.502045043,1.050910875,1.005488821,1.198748426,0.602305945,1.147530353,0.691105083,2.723031499,0.484127313,0.480451913,0.717461182,0.126901906,4.453937627,0.115350126,-0.044560229,-0.029398584,0.004207989,0.319311948,0.142285346,0.14787006,0.183868957,0.067287865,0.152720019,0.047131209,0.162008342,0.113700694,0.026208627,-0.014625994,-0.005194831,0.011976223,-0.01060681,0.001893096,0.135917057
9,2.438787936,0.952355458,0.961034824,1.583415319,1.698898087,1.733168119,0.610804247,1.661443867,0.527609138,0.212041676,0.244123049,0.440979494,0.619987143,1.436505511,4.148000094,12.7701324,0.582565431,2.052449802,0.301933189,0.501111669,0.951391387,0.410938497,0.455120838,1.34164434,1.048387276,0.695078027,0.957004351,1.216370359,1.969061477,3.042239104,0.968261978,1.28590829,0.176297919,0.149631891,0.486089841,0.473729477,0.306012679,0.418999422,1.316369088,0.254406043,0.250723971,0.888954748,0.369339125,0.027497222,0.084933256,0.618007544,0.292163684,0.203156583,0.27672126,0.175458454,0.943310619,0.297114586,0.34048972,0.380305395,1.59112651,2.537574632,2.45595044,0.737698626,0.51553889,0.643241477,0.357708436,0.346465463,0.259370695,0.446783692,0.134016363,0.846315927,1.341812349,1.997013029,4.18803601,3.458126847,5.008523317,2.825709714,6.090304546,0.710245933,0.376001899,0.303322169,1.936149314,5.430020762,8.853956984,1.780153484,3.091832627,2.881707949,3.20548945,3.613716226,0.371368339,1.04263552,5.55139925,1.3706477,4.431057721,1.120194198,6.499687255,1.749997875,5.627637455,1.152713888,1.091393776,9.024290203,1.282813112,0.593313992,1.507697075,0.987885391,0.997162863,1.844793067,0.919986322,0.748075688,0.901720371,1.548915428,1.571856862,1.596196039,2.211474224,2.637034675,2.365084399,4.604651737,8.766541218,5.338094074,4.473957222,7.230026201,4.352452992,2.84317402,4.407981669,5.959018115,5.629377637,6.402957758,3.715782576,6.501718461,1.419144185,1.052892949,1.402090042,5.088092999,0.999531724,4.576823517,3.468498619,8.352392981,6.056207721,1.522697708,4.296396277,4.201782529,3.979260223,3.547354592,5.354422266,1.173508817,0.712257395,1.014667473,0.32907309,1,0.476382174,2.592651876,0.159304012,0.172712789,0.369582145,0.305382327,4.010425622,0.364722322,0.009828088,0.028367703,0.044334252,0.434642581,0.196979966,0.217092412,0.234388809,0.118596692,0.19240047,0.076609803,0.199437755,0.136980472,0.058035479,0.030806597,0.010267089,0.015656927,1.12E-05,0.014891268,0.133321612
10,2.712730495,0.940885653,1,1.560493233,1.741982571,1.931919538,0.595100767,1.509742004,0.233885359,0.157940705,0.251494881,0.426717762,0.612728873,1.36802163,4.673564742,10.12321359,0.198409286,2.837094061,0.267892387,0.473119881,0.943905851,0.432830781,0.494072935,1.226379371,0.537005392,0.532436587,0.969914318,1.265662422,1.816745427,2.788079567,0.905909101,1.306896015,0.193707587,0.137141113,0.466093698,0.506198647,0.31012377,0.460669999,1.641134639,0.251466336,0.252608834,1.025718353,0.446339012,0.033635702,0.112406907,0.683499306,0.288125261,0.246898557,0.373394644,0.136172778,0.098547678,0.2561718,0.568472819,0.372119919,1.5033114,2.955749421,2.247052654,0.775869112,0.565011515,0.682038927,0.402659127,0.37069853,0.319204317,0.65080303,0.202135848,1.016508369,1.313556128,2.491599083,6.730881633,4.563377712,6.400770755,2.847556575,7.86351609,0.798311971,0.398375985,0.318935133,2.494315122,7.290476601,11.35567477,2.246728723,3.960009193,3.79786185,4.199158138,4.730950695,0.405312417,1.358603217,7.166329505,1.952767446,5.693781819,1.68912643,7.962750208,2.474255954,7.134471394,1.298722667,1.061077352,8.234727709,1.2261264,1.133046371,1.47088998,0.98781773,1.003088347,2.018315123,0.904864997,0.746745068,0.930302091,1.552882374,1.630798014,1.638233553,2.274631552,1.5792932,0.910177002,5.71246048,11.44240885,6.832964175,5.62796529,9.487762596,5.496367084,2.806418458,3.652019705,6.641791869,3.416211748,5.844321873,2.829836934,6.645537389,1.698658254,1.047307913,0.893453203,1.150810732,0.808076067,1.39035173,4.24539432,10.8253536,8.002048343,1.758771198,5.502657258,5.069057707,1.115858618,0.9538085,6.974603353,1.42072673,0.829265588,1.035680012,0.393619436,0.953220556,0.604766509,2.16281605,0.222321631,0.218951469,0.446762938,0.353859571,5.258411165,0.382465312,0.009998367,0.039820466,0.028889073,0.437433191,0.189399196,0.1849315,0.284391939,0.097162351,0.211428674,0.09866534,0.197294286,0.150676539,0.046438744,0.02892773,0.009917403,0.024282877,0.001557739,-0.006672113,0.14425142
11,1.764319087,1.166957001,1.466476498,1.888156342,1.629040306,1.582318274,0.664458137,1.134484363,0.18680569,0.140135687,0.284104011,0.581280258,0.902004357,1.112278467,2.555319474,14.51886276,0.200454455,1.665392334,0.244122246,0.555845008,0.834216596,0.347323484,0.413875773,1.657586275,0.49195844,0.605183294,1,1.143089636,1.662346821,4.896440003,1.485786368,0.704012846,0.148370866,0.232695115,0.521611386,0.482177152,0.364491008,0.941050251,0.469947344,0.327018931,0.353465334,0.16678251,0.213825002,0.06649039,0.13638396,0.552515678,0.352941261,0.304060836,0.61289003,0.119547451,0.12494505,0.258940968,0.35037635,0.377879165,1.268023634,1.595978195,1.581859207,0.708048944,0.568892809,0.673865161,0.375794727,0.370011375,0.241380189,0.289998186,0.178916182,0.694307309,1.580453932,1.396397448,2.622627091,2.575805226,3.700028442,2.724339154,5.089693262,0.422755695,0.214609618,0.25258025,1.422817495,4.080540399,5.942768769,1.240104427,2.131342807,2.130470457,2.384462986,2.577616172,0.442216728,1.089170761,3.791965953,1.240786397,3.125736029,1.150093238,4.373998419,1.648356547,3.972992661,0.879162416,1.228576096,3.716567578,1.289323299,1.816308235,1.475695928,0.772689215,1.108460255,1.870782455,0.899921058,0.895431362,1.206571784,1.340262066,1.752864564,2.082401679,2.053411999,1.888040789,1.246177686,3.780930884,6.888495135,4.343455968,3.632384993,5.492517678,3.458523402,2.176336911,2.603940618,3.696492413,1.704016783,3.253486348,1.770346091,3.704237348,1.338812159,1.001298592,0.998474319,1.381559832,1.219571328,1.575455005,2.952120208,6.175407776,4.61953506,1.427133168,3.381565219,3.164681935,1.364924741,1.248534446,4.185484044,0.933471051,0.83827685,0.96152189,0.394067916,0.728065811,0.432600382,3.210298972,0.360706867,0.368544067,0.516100574,0.149841923,2.748304832,0.15324651,0.013379302,0.013636262,0.036436828,0.256394787,0.136181858,0.280156822,0.246932533,0.126742923,0.217441112,0.129871116,0.244233858,0.135936076,0.049575791,0.019651556,0.003152221,0.005233551,-0.00744194,0.004796027,0.095718716
